,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
1663,LEA,Lear Corporation,123.77,$7.42B,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/lea
1664,LEE,"Lee Enterprises, Incorporated",1.21,$70.35M,,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/lee
1665,LGC,Legacy Acquisition Corp.,10.38,$382.04M,2017.0,Technology,Advertising,https://old.nasdaq.com/symbol/lgc
1666,LGC.U,Legacy Acquisition Corp.,,,2017.0,,,https://old.nasdaq.com/symbol/lgc.u
1667,LGC.WS,Legacy Acquisition Corp.,,,,,,https://old.nasdaq.com/symbol/lgc.ws
1668,LM,"Legg Mason, Inc.",50.05,$4.45B,,Finance,Investment Managers,https://old.nasdaq.com/symbol/lm
1669,LMHA,"Legg Mason, Inc.",26.27,,2016.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/lmha
1670,LMHB,"Legg Mason, Inc.",25.61,,2016.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/lmhb
1671,LEG,"Leggett & Platt, Incorporated",37.15,$4.91B,,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/leg
1672,JBK,Lehman ABS Corporation,29.7999,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/jbk
1673,KTH,Lehman ABS Corporation,31.66,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/kth
1674,KTN,Lehman ABS Corporation,31.36,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/ktn
1675,LDOS,"Leidos Holdings, Inc.",106.05,$15.06B,,Technology,EDP Services,https://old.nasdaq.com/symbol/ldos
1676,LEJU,Leju Holdings Limited,1.79,$243.03M,2014.0,Finance,Real Estate,https://old.nasdaq.com/symbol/leju
1677,LC,LendingClub Corporation,6.21,$433.89M,2014.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/lc
1678,LEN,Lennar Corporation,63.71,$19.89B,,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/len
1679,LEN.B,Lennar Corporation,,,,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/len.b
1680,LII,"Lennox International, Inc.",235.88,$9.02B,1999.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lii
1681,LHC,Leo Holdings Corp.,10.34,$251.39M,2018.0,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/lhc
1682,LHC.U,Leo Holdings Corp.,,,2018.0,,,https://old.nasdaq.com/symbol/lhc.u
1683,LHC.WS,Leo Holdings Corp.,,,,,,https://old.nasdaq.com/symbol/lhc.ws
1684,LEVI,Levi Strauss & Co,16.07,$6.37B,2019.0,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/levi
1685,LXP,Lexington Realty Trust,10.69,$2.95B,,,,https://old.nasdaq.com/symbol/lxp
1686,LXP^C,Lexington Realty Trust,52.17,,,,,https://old.nasdaq.com/symbol/lxp^c
1687,LPL,"LG Display Co., Ltd.",5.14,$3.68B,2004.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lpl
1688,DFNS,LGL Systems Acquisition Corp.,9.76,$210.45M,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/dfns
1689,DFNS.U,LGL Systems Acquisition Corp.,,,2020.0,,,https://old.nasdaq.com/symbol/dfns.u
1690,DFNS.WS,LGL Systems Acquisition Corp.,,,,,,https://old.nasdaq.com/symbol/dfns.ws
1691,USA,Liberty All-Star Equity Fund,5.93,$1.24B,1986.0,,,https://old.nasdaq.com/symbol/usa
1692,ASG,"Liberty All-Star Growth Fund, Inc.",6.19,$235.33M,,,,https://old.nasdaq.com/symbol/asg
1693,LBRT,Liberty Oilfield Services Inc.,7.01,$791.67M,2018.0,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/lbrt
1694,LSI,"Life Storage, Inc.",103.35,$4.85B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/lsi
1695,LITB,"LightInTheBox Holding Co., Ltd.",0.8,$89.42M,2013.0,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/litb
1696,LNC,Lincoln National Corporation,47.27,$9.13B,,Finance,Life Insurance,https://old.nasdaq.com/symbol/lnc
1697,LIN,Linde plc,221.28,$116.21B,2018.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lin
1698,LNN,Lindsay Corporation,101.58,$1.1B,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lnn
1699,LN,LINE Corporation,48.76,$11.7B,2016.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/ln
1700,LINX,Linx S.A.,4.14,$736.26M,2019.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/linx
1701,LGF.A,Lions Gate Entertainment Corporation,,,,,,https://old.nasdaq.com/symbol/lgf.a
1702,LGF.B,Lions Gate Entertainment Corporation,,,2016.0,,,https://old.nasdaq.com/symbol/lgf.b
1703,LAD,"Lithia Motors, Inc.",146.51,$3.34B,,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/lad
1704,LAC,Lithium Americas Corp.,5.01,$451.09M,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/lac
1705,LYV,"Live Nation Entertainment, Inc.",56.96,$12.26B,,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/lyv
1706,LOAK,Live Oak Acquisition Corp.,9.75,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/loak
1707,LOAK.U,Live Oak Acquisition Corp.,,,2020.0,,,https://old.nasdaq.com/symbol/loak.u
1708,LOAK.WS,Live Oak Acquisition Corp.,,,,,,https://old.nasdaq.com/symbol/loak.ws
1709,LTHM,Livent Corporation,8.32,$1.22B,2018.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lthm
1710,RAMP,"LiveRamp Holdings, Inc.",47.1,$3.03B,2018.0,Technology,EDP Services,https://old.nasdaq.com/symbol/ramp
1711,LYG,Lloyds Banking Group Plc,1.75,$30.95B,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/lyg
1712,SCD,LMP Capital and Income Fund Inc.,10.82,$194.58M,2004.0,,,https://old.nasdaq.com/symbol/scd
1713,LMT,Lockheed Martin Corporation,410.75,$115.19B,,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/lmt
1714,L,Loews Corporation,39.08,$11B,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/l
1715,LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,5.14,$612.72M,2017.0,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/loma
1716,LGVW.U,Longview Acquisition Corp.,,,2020.0,,,https://old.nasdaq.com/symbol/lgvw.u
1717,LPX,Louisiana-Pacific Corporation,27.06,$3.04B,,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/lpx
1718,LOW,"Lowe&#39;s Companies, Inc.",130.97,$98.88B,,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/low
1719,LXU,Lsb Industries Inc.,1.27,$37.22M,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lxu
1720,LTC,"LTC Properties, Inc.",42.42,$1.66B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ltc
1721,LUB,"Luby&#39;s, Inc.",1.85,$55.97M,,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/lub
1722,LL,"Lumber Liquidators Holdings, Inc",11.23,$323.59M,2007.0,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/ll
1723,LXFR,Luxfer Holdings PLC,15.45,$442.6M,2012.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lxfr
1724,LDL,"Lydall, Inc.",17.07,$302.05M,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/ldl
1725,LYB,LyondellBasell Industries NV,74.87,$24.98B,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lyb
1726,MTB,M&T Bank Corporation,123.3,$15.82B,,Finance,Major Banks,https://old.nasdaq.com/symbol/mtb
1727,MDC,"M.D.C. Holdings, Inc.",36.65,$2.31B,,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/mdc
1728,MHO,"M/I Homes, Inc.",36.67,$1.05B,1993.0,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/mho
1729,MAC,Macerich Company (The),11.16,$1.58B,1994.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mac
1730,CLI,Mack-Cali Realty Corporation,17.89,$1.62B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cli
1731,MFD,Macquarie First Trust Global,8.33,$71.2M,2004.0,,,https://old.nasdaq.com/symbol/mfd
1732,MGU,Macquarie Global Infrastructure Total Return Fund Inc.,19.65,$245M,2005.0,,,https://old.nasdaq.com/symbol/mgu
1733,MIC,Macquarie Infrastructure Corporation ,31.13,$2.7B,2004.0,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/mic
1734,BMA,Macro Bank Inc.,21.66,$1.38B,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bma
1735,M,Macy&#39;s Inc,8.77,$2.72B,,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/m
1736,MCN,Madison Covered Call & Equity Strategy Fund,5.97,$125.05M,2004.0,,,https://old.nasdaq.com/symbol/mcn
1737,MSGE,Madison Square Garden Entertainment Corp.,81.98,$1.97B,2020.0,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/msge
1738,MSGS,Madison Square Garden Sports Corp.,177.46,$4.26B,2015.0,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/msgs
1739,MMP,Magellan Midstream Partners L.P.,47.92,$10.78B,,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/mmp
1740,MGA,"Magna International, Inc.",46.82,$14.17B,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/mga
1741,MX,MagnaChip Semiconductor Corporation,12.68,$444.63M,2011.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/mx
1742,MGY,Magnolia Oil & Gas Corporation,7.22,$1.82B,2017.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mgy
1743,MH^A,"Maiden Holdings, Ltd.",9.75,,,,,https://old.nasdaq.com/symbol/mh^a
1744,MH^C,"Maiden Holdings, Ltd.",8.75,,,,,https://old.nasdaq.com/symbol/mh^c
1745,MH^D,"Maiden Holdings, Ltd.",8.6833,,,,,https://old.nasdaq.com/symbol/mh^d
1746,MHLA,"Maiden Holdings, Ltd.",20.25,,2016.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mhla
1747,MHNC,"Maiden Holdings, Ltd.",22.5077,,2013.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mhnc
1748,MAIN,Main Street Capital Corporation,34.28,$2.22B,2007.0,,,https://old.nasdaq.com/symbol/main
1749,MMD,MainStay MacKay DefinedTerm Municipal Opportunitie,20.95,$579.14M,2012.0,,,https://old.nasdaq.com/symbol/mmd
1750,MNK,Mallinckrodt plc,2.82,$238.16M,2013.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mnk
1751,MANU,Manchester United Ltd.,17.28,$2.84B,2012.0,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/manu
1752,MTW,"Manitowoc Company, Inc. (The)",12.15,$419.28M,,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/mtw
1753,MN,"Manning & Napier, Inc.",3.34,$54.36M,2011.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/mn
1754,MAN,ManpowerGroup,78.44,$4.55B,,Technology,Professional Services,https://old.nasdaq.com/symbol/man
1755,MFC,Manulife Financial Corp,14.54,$28.2B,,Finance,Life Insurance,https://old.nasdaq.com/symbol/mfc
1756,MRO,Marathon Oil Corporation,7.32,$5.79B,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mro
1757,MPC,Marathon Petroleum Corporation,41.56,$27.02B,,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/mpc
1758,MMI,"Marcus & Millichap, Inc.",31.6,$1.24B,2013.0,Finance,Real Estate,https://old.nasdaq.com/symbol/mmi
1759,MCS,Marcus Corporation (The),17.72,$550.33M,,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/mcs
1760,MPX,Marine Products Corporation,12.46,$423.3M,,Capital Goods,Marine Transportation,https://old.nasdaq.com/symbol/mpx
1761,HZO,"MarineMax, Inc.",21.67,$465.36M,1998.0,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/hzo
1762,MKL,Markel Corporation,1021.42,$14.07B,1986.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mkl
1763,VAC,Marriott Vacations Worldwide Corporation,100.55,$4.13B,,Finance,Real Estate,https://old.nasdaq.com/symbol/vac
1764,MMC,"Marsh & McLennan Companies, Inc.",111.49,$56.43B,,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/mmc
1765,MLM,"Martin Marietta Materials, Inc.",225.43,$14.03B,1994.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/mlm
1766,MAS,Masco Corporation,48.63,$12.83B,,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/mas
1767,DOOR,Masonite International Corporation,76.86,$1.88B,,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/door
1768,MTZ,"MasTec, Inc.",47.07,$3.47B,,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/mtz
1769,MA,Mastercard Incorporated,311.88,$313.05B,2006.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ma
1770,MTDR,Matador Resources Company,11.05,$1.29B,2012.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mtdr
1771,MTRN,Materion Corporation,57.9,$1.18B,,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/mtrn
1772,MATX,"Matson, Inc.",33.76,$1.45B,,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/matx
1773,MLP,"Maui Land & Pineapple Company, Inc.",10.65,$206.05M,,Finance,Real Estate,https://old.nasdaq.com/symbol/mlp
1774,MAXR,Maxar Technologies Inc.,16.62,$999.59M,,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/maxr
1775,MMS,"Maximus, Inc.",75.02,$4.6B,1997.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mms
1776,MXL,"MaxLinear, Inc",21.23,$1.54B,2010.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/mxl
1777,MEC,"Mayville Engineering Company, Inc.",6.55,$129.87M,2019.0,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/mec
1778,MBI,"MBIA, Inc.",7.51,$508.43M,1987.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mbi
1779,MKC,"McCormick & Company, Incorporated",170.83,$22.7B,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/mkc
1780,MKC.V,"McCormick & Company, Incorporated",,,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/mkc.v
1781,MCD,McDonald&#39;s Corporation,197.16,$146.6B,,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/mcd
1782,MUX,McEwen Mining Inc.,0.9907,$396.67M,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/mux
1783,MCK,McKesson Corporation,161.62,$26.16B,,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/mck
1784,MDU,"MDU Resources Group, Inc.",23.92,$4.8B,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/mdu
1785,MTL,Mechel PAO,2.04,$565.09M,2004.0,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/mtl
1786,MTL^,Mechel PAO,0.5285,,,,,https://old.nasdaq.com/symbol/mtl^
1787,MDLA,"Medallia, Inc.",24.55,$3.39B,2019.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/mdla
1788,MPW,"Medical Properties Trust, Inc.",20.04,$10.59B,2005.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mpw
1789,MED,MEDIFAST INC,113.43,$1.34B,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/med
1790,MCC,Medley Capital Corporation,0.7532,$41.03M,2011.0,,,https://old.nasdaq.com/symbol/mcc
1791,MCV,Medley Capital Corporation,22.5,,,,,https://old.nasdaq.com/symbol/mcv
1792,MCX,Medley Capital Corporation,23.8101,,2015.0,,,https://old.nasdaq.com/symbol/mcx
1793,MDLQ,Medley LLC,4.4,,2017.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/mdlq
1794,MDLX,Medley LLC,3.99,,2016.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/mdlx
1795,MDLY,Medley Management Inc.,0.619,$20.19M,2014.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/mdly
1796,MD,"Mednax, Inc",19.19,$1.64B,,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/md
1797,MDT,Medtronic plc,102.04,$136.75B,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/mdt
1798,MFAC,Megalith Financial Acquisition Corp.,10.38,$219.65M,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/mfac
1799,MFAC.U,Megalith Financial Acquisition Corp.,,,2018.0,,,https://old.nasdaq.com/symbol/mfac.u
1800,MFAC.WS,Megalith Financial Acquisition Corp.,,,,,,https://old.nasdaq.com/symbol/mfac.ws
1801,MRK,"Merck & Company, Inc.",82.26,$207.63B,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrk
1802,MCY,Mercury General Corporation,44.86,$2.48B,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mcy
1803,MDP,Meredith Corporation,21.26,$964.98M,,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/mdp
1804,MTH,Meritage Corporation,76.33,$2.87B,,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/mth
1805,MTOR,"Meritor, Inc.",22.46,$1.62B,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/mtor
1806,MER^K,"Merrill Lynch & Co., Inc.",26.61,,,,,https://old.nasdaq.com/symbol/mer^k
1807,MTR,Mesa Royalty Trust,6.381,$11.89M,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mtr
1808,MSB,Mesabi Trust,19.12,$250.85M,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/msb
1809,MEI,"Methode Electronics, Inc.",37.04,$1.37B,,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/mei
1810,MET,"MetLife, Inc.",40.74,$36.98B,2000.0,Finance,Life Insurance,https://old.nasdaq.com/symbol/met
1811,MET^A,"MetLife, Inc.",23.55,,,,,https://old.nasdaq.com/symbol/met^a
1812,MET^E,"MetLife, Inc.",26.86,,,,,https://old.nasdaq.com/symbol/met^e
1813,MET^F,"MetLife, Inc.",24.93,,,,,https://old.nasdaq.com/symbol/met^f
1814,MCB,Metropolitan Bank Holding Corp.,35.02,$290.48M,2017.0,Finance,Major Banks,https://old.nasdaq.com/symbol/mcb
1815,MTD,"Mettler-Toledo International, Inc.",859.54,$20.55B,1997.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/mtd
1816,MXE,"Mexico Equity and Income Fund, Inc. (The)",8.3,$42.92M,,,,https://old.nasdaq.com/symbol/mxe
1817,MXF,"Mexico Fund, Inc. (The)",10.88,$163.26M,,,,https://old.nasdaq.com/symbol/mxf
1818,MFA,"MFA Financial, Inc.",2.83,$1.28B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mfa
1819,MFA^B,"MFA Financial, Inc.",18.95,,,,,https://old.nasdaq.com/symbol/mfa^b
1820,MFA^C,"MFA Financial, Inc.",17.1,,,,,https://old.nasdaq.com/symbol/mfa^c
1821,MFO,"MFA Financial, Inc.",22.4,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mfo
1822,MCR,MFS Charter Income Trust,8.44,$380.6M,1989.0,,,https://old.nasdaq.com/symbol/mcr
1823,MGF,MFS Government Markets Income Trust,4.69,$152.9M,1987.0,,,https://old.nasdaq.com/symbol/mgf
1824,MIN,MFS Intermediate Income Trust,3.84,$448.91M,1988.0,,,https://old.nasdaq.com/symbol/min
1825,MMT,MFS Multimarket Income Trust,5.82,$372.37M,1987.0,,,https://old.nasdaq.com/symbol/mmt
1826,MFM,MFS Municipal Income Trust,6.21,$255.78M,1986.0,,,https://old.nasdaq.com/symbol/mfm
1827,MFV,MFS Special Value Trust,5.46,$39.28M,,,,https://old.nasdaq.com/symbol/mfv
1828,MTG,MGIC Investment Corporation,9.79,$3.31B,1991.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mtg
1829,MGP,MGM Growth Properties LLC,29.09,$9.71B,2016.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mgp
1830,MGM,MGM Resorts International,21.72,$10.71B,,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/mgm
1831,MFGP,Micro Focus Intl PLC,6.48,$2.17B,2017.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mfgp
1832,MAA,"Mid-America Apartment Communities, Inc.",124.44,$14.23B,1994.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/maa
1833,MAA^I,"Mid-America Apartment Communities, Inc.",62.25,,,,,https://old.nasdaq.com/symbol/maa^i
1834,AMPY,"MIDSTATES PETROLEUM COMPANY, INC.",2.24,$84.15M,2016.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ampy
1835,MLR,"Miller Industries, Inc.",31.88,$363.61M,,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/mlr
1836,HIE,Miller/Howard High Income Equity Fund,6.75,$126.16M,2014.0,,,https://old.nasdaq.com/symbol/hie
1837,MTX,Minerals Technologies Inc.,54.72,$1.87B,1992.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/mtx
1838,MG,Mistras Group Inc,5.54,$161.07M,2009.0,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/mg
1839,MUFG,Mitsubishi UFJ Financial Group Inc,4.34,$55.73B,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/mufg
1840,MIXT,MiX Telematics Limited,9.48,$207.38M,2013.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mixt
1841,MFG,"Mizuho Financial Group, Inc.",2.59,$32.84B,,Finance,Major Banks,https://old.nasdaq.com/symbol/mfg
1842,MBT,Mobile TeleSystems OJSC,9.41,$8.34B,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/mbt
1843,MODN,"Model N, Inc.",32.66,$1.12B,2013.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/modn
1844,MOD,Modine Manufacturing Company,6.49,$329.84M,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/mod
1845,MC,Moelis & Company,37.85,$2.09B,2014.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/mc
1846,MOGU,MOGU Inc.,1.51,$161.54M,2018.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mogu
1847,MHK,"Mohawk Industries, Inc.",108.65,$7.73B,,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/mhk
1848,MOH,Molina Healthcare Inc,171.03,$10.12B,2003.0,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/moh
1849,TAP,Molson Coors Beverage Company,42.4,$9.18B,,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/tap
1850,TAP.A,Molson Coors Beverage Company,,,,,,https://old.nasdaq.com/symbol/tap.a
1851,MNR,Monmouth Real Estate Investment Corporation,14.25,$1.39B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mnr
1852,MNR^C,Monmouth Real Estate Investment Corporation,24.91,,,,,https://old.nasdaq.com/symbol/mnr^c
1853,MR,Montage Resources Corporation,6.34,$227.07M,2014.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mr
1854,MCO,Moody&#39;s Corporation,279.69,$52.45B,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/mco
1855,MOG.A,Moog Inc.,,,,,,https://old.nasdaq.com/symbol/mog.a
1856,MOG.B,Moog Inc.,,,,,,https://old.nasdaq.com/symbol/mog.b
1857,MS,Morgan Stanley,49.53,$78.04B,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ms
1858,MS^A,Morgan Stanley,22.05,,,,,https://old.nasdaq.com/symbol/ms^a
1859,MS^E,Morgan Stanley,27.7728,,,,,https://old.nasdaq.com/symbol/ms^e
1860,MS^F,Morgan Stanley,27.58,,,,,https://old.nasdaq.com/symbol/ms^f
1861,MS^I,Morgan Stanley,27.15,,,,,https://old.nasdaq.com/symbol/ms^i
1862,MS^K,Morgan Stanley,27.1,,,,,https://old.nasdaq.com/symbol/ms^k
1863,MS^L,Morgan Stanley,24.63,,,,,https://old.nasdaq.com/symbol/ms^l
1864,CAF,Morgan Stanley China A Share Fund Inc.,19.08,$417.5M,2006.0,,,https://old.nasdaq.com/symbol/caf
1865,MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",8.69,$177.16M,1993.0,,,https://old.nasdaq.com/symbol/msd
1866,EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",5.96,$393.91M,2007.0,,,https://old.nasdaq.com/symbol/edd
1867,IIF,"Morgan Stanley India Investment Fund, Inc.",15.43,$205.64M,1994.0,,,https://old.nasdaq.com/symbol/iif
1868,MOS,Mosaic Company (The),14.1,$5.34B,,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/mos
1869,MSI,"Motorola Solutions, Inc.",155.9,$26.51B,,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/msi
1870,MOV,Movado Group Inc.,12.99,$300.44M,,Consumer Non-Durables,Consumer Specialties,https://old.nasdaq.com/symbol/mov
1871,MPLX,MPLX LP,20.95,$22.18B,2012.0,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/mplx
1872,MRC,MRC Global Inc.,7.61,$623.98M,2012.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mrc
1873,MSA,MSA Safety Incorporporated,123.16,$4.78B,,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/msa
1874,MSM,"MSC Industrial Direct Company, Inc.",74.2,$4.12B,1995.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/msm
1875,MSCI,MSCI Inc,330.88,$27.66B,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/msci
1876,MSGN,MSG Networks Inc.,13.6,$771.26M,,Consumer Services,Television Services,https://old.nasdaq.com/symbol/msgn
1877,MLI,"Mueller Industries, Inc.",28.56,$1.62B,,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/mli
1878,MWA,Mueller Water Products Inc,10.25,$1.62B,2006.0,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/mwa
